19804|2|41011|XCOLI|08/19/2017|-|-|0|0|-|41011|-|01|3101|-|-|-|W30|-|2017-08-19 10:00:07|1|08/19/2017|NO|0000-00-00 00:00:00||-|
123671|1|19804|41011|08/19/2017|T601315|D21|1|14300|TOM  |-|-|-|0|-|-|-|-|16|||||||
