codigo P;nombre P;cantidad;precio;bod;cant_real;
7702080576453;ZAP TORR PROF GOLTY CLEVER AZL/AMA 8;2;71500;TFG  ;2;
7702080576514;ZAPATILLA TORRETIN CLASSICS AZUL/VERDE 7 1/2;1;67300;TFG  ;1;
7702080576552;ZAP TORR PROF GOLTY CLEVER AZL/AMA 9;2;71500;TFG  ;2;
7702080576651;ZAP TORR PROF GOLTY CLEVER AZL/AMA 9 1/2;1;71500;TFG  ;1;
7702080576750;ZAP TORR PROF GOLTY CLEVER AZL/AMA 10;2;71500;TFG  ;2;
7702080577214;ZAP. TORR. CLASSICS NARANJA/AMARILLO 7 1/2;2;67300;TFG  ;2;
7702080577757;ZAP LISA PROF GOLTY CLEVER GRIS VER/AZL 7 1/2;1;71500;TFG  ;1;
7702080577955;ZAP LISA PROF GOLTY CLEVER GRIS VER/AZL 9;1;71500;TFG  ;1;
7702080578051;ZAP LISA PROF GOLTY CLEVER GRIS VER/AZL 9 1/2;1;71500;TFG  ;1;
7702080578150;ZAP LISA PROF GOLTY CLEVER GRIS VER/AZL 10;1;71500;TFG  ;1;
7702080578532;ZAPATILLA LISA CLASSICS  VERDE LIMON/AZUL 8 1/2;1;67300;TFG  ;1;
7702080578631;ZAPATILLA LISA CLASSICS  VERDE LIMON/AZUL 9 1/2;1;67300;TFG  ;1;
7702080578655;ZAP LISA PROF GOLTY CLEVER GRIS/NE 9;2;71500;TFG  ;2;
7702080578730;ZAPATILLA LISA CLASSICS  VERDE LIMON/AZUL 10;1;67300;TFG  ;1;
7702080578914;ZAPATILLA LISA CLASSICS AZUL/VERDE 9 1/2;1;67300;TFG  ;1;
7702080579010;ZAPATILLA LISA CLASSICS AZUL/VERDE 10;1;67300;TFG  ;1;
7702080579232;ZAPATILLA LISA CLASSICS NARANJA/AMARILLO 8 1/2;1;67300;TFG  ;1;
7702080579256;ZAP LISA PROF GOLTY CLEVER AZL/AMA 8;1;71500;TFG  ;1;
7702080579331;ZAPATILLA LISA CLASSICS NARANJA/AMARILLO 9 1/2;1;67300;TFG  ;1;
7702080579355;ZAP LISA PROF GOLTY CLEVER AZL/AMA 9;2;71500;TFG  ;2;
7702080579614;ZAPATILLA LISA CLASSICS BLANCO/PLATA 9 1/2;1;67300;TFG  ;1;
7702080579713;ZAPATILLA LISA CLASSICS BLANCO/PLATA 10;1;67300;TFG  ;1;
7702080600219;GUANTE TRAINING GUANTE GOLTY GAMERS T5;6;33800;TFG  ;6;
7702080600516;CANILLERA COMPETITION GOLTY CLASSICS -TM;11;21200;TFG  ;11;
7702080600615;CANILLERA COMPETITION GOLTY CLASSICS -TS;4;21200;TFG  ;4;
7702080600738;GUANTE FUSION PROFESSIONAL 8            ;2;47000;TFG  ;2;
7702080600813;GUANTE TRAINING GUANTE GOLTY GAMERS T6;4;33800;TFG  ;4;
7702080600837;GUANTE FUSION PROFESSIONAL 9            ;6;47000;TFG  ;6;
7702080600912;GUANTE TRAINING GUANTE GOLTY GAMERS T7;6;33800;TFG  ;6;
7702080600936;GUANTE FUSION PROFESSIONAL 10           ;1;47000;TFG  ;1;
7702080601032;GUANTE FUSION PROFESSIONAL 11           ;1;47000;TFG  ;1;
7702080601353;CANILLERA PROFESSIONAL TS (C.A.);2;33500;TFG  ;2;
7702080601414;CANILLERA TRAINING GOLTY GAMERS TS;2;14300;TFG  ;2;
7702080601612;CANILLERA  TRAINING GOLTY GAMERS TM;1;14300;TFG  ;1;
7702080605535;GUANTE COMPETITION GOLTY CLASSICS T5 CA;2;64100;TFG  ;2;
7702080608215;CANILLERA PROFESIONAL TS;8;41000;TFG  ;8;
7702080608314;CANILLERA PROFESIONAL TM;6;41000;TFG  ;6;
7702080608413;CANILLERA PROFESIONAL TL;5;41000;TFG  ;5;
7702080608918;GUANTE COMPETITION GOLTY CLASSICS T8;3;64100;TFG  ;3;
7702080609014;GUANTE COMPETITION GOLTY CLASSICS T9;4;64100;TFG  ;4;
7702080609113;GUANTE COMPETITION GOLTY CLASSICS T10;6;64100;TFG  ;6;
7702080609212;GUANTE COMPETITION GOLTY CLASSICS T11;1;64100;TFG  ;1;
7702080609311;GUANTE COMPETITION GOLTY CLASSICS T5;7;64100;TFG  ;7;
7702080609410;GUANTE COMPETITION GOLTY CLASSICS T6;6;64100;TFG  ;6;
7702080609519;GUANTE COMPETITION GOLTY CLASSICS T7;6;64100;TFG  ;6;
7702080611314;MEDIA GOLTY PROFES.T.UNICA VERDE.C/BLANC;1;10000;TFG  ;1;
7702080612236;MEDIAS GOLTY NEGRO T. 10-12 M;13;10000;TFG  ;13;
7702080650153;FUTBOL PRO GOLTY DUALTECH TRADITIONAL N.5;2;68700;TFG  ;2;
7702080650252;FUTBOL PRO GOLTY DUALTECH TRADITIONAL  N.4;1;65500;TFG  ;1;
7702080650313;FUTBOL PROFESSIONAL 4                   ;1;65500;TFG  ;1;
7702080650351;FUTBOL GOLTY HINCHA AMERICA N.5 COS MAQ;1;40000;TFG  ;1;
7702080650429;FUTBOL REPLICA GOLTY EUFORIA 2.0 No.5 2a;4;35000;TFG  ;4;
7702080650450;FUTBOL GOLTY HINCHA AMERICA N.1 COS MAQ;2;20850;TFG  ;2;
7702080650559;FUTBOL GOLTY HINCHA SANTA FE N.5 COS MAQ;4;40650;TFG  ;4;
7702080650658;FUTBOL GOLTY HINCHA SANTA FE N.1 COS MAQ;2;20850;TFG  ;2;
7702080650917;FUTBOL No. 4 TRAINING LAMINADO          ;4;56000;TFG  ;4;
7702080650955;FUTBOL TRAINING GOLTY NO.3 DUALTECH;1;68750;TFG  ;1;
7702080651013;FUTBOL No. 3 TRAINING LAMINADO          ;3;55000;TFG  ;3;
7702080651259;FUTBOL GOLTY HINCHA JUNIOR NO.5 COS MAQ;1;40650;TFG  ;1;
7702080651358;FUTBOL GOLTY HINCHA JUNIOR NO.1 COS MAQ;1;20818;TFG  ;1;
7702080651372;FUTBOL PROFESSIONAL EUFORIA CMI No.5 PLUS;5;155200;TFG  ;5;
7702080651419;GOLTY FUSION REPLICA No5 COSIDO A MAQ   ;1;45000;TFG  ;1;
7702080651433;FUTBOL No 4 DYNAMIC COSIDO A MAQ MO/PLA ;1;53500;TFG  ;1;
7702080651457;FUTBOL GOLTY HINCHA MILLONARIOS N.5 COS MAQ;1;40650;TFG  ;1;
7702080651655;FUTBOL GOLTY HINCHA CALI NO.5 COS MAQ;1;40650;TFG  ;1;
7702080651754;FUTBOL GOLTY HINCHA CALI NO.1 COS MAQ;1;20850;TFG  ;1;
7702080652218;FUTBOL No. 5 MAGNUM COSIDO              ;2;99500;TFG  ;2;
7702080652577;FUTBOL PROFESSIONAL GOLTY VITA No.5;6;108500;TFG  ;6;
7702080653055;FUTBOL PROFESSIONAL GOLTY EUFORIA 2.0 N.5;4;168000;TFG  ;4;
7702080653062;FUTBOL PROFESSIONAL GOLTY EUFORIA 2.0 N.52a;8;109000;TFG  ;8;
7702080653079;FUTBOL PROF GOLTY POWER THERMOTECH NO.5;6;109950;TFG  ;6;
7702080653512;BALON REPLICA NO.1 MAGNUM SILVER        ;1;15000;TFG  ;1;
7702080653956;FUTBOL No.4 PONYFUTBOL;4;75550;TFG  ;4;
7702080654298;FUTBOL PROF GOLTY FUSION No. 5 CMI PLUS PLUS;1;129300;TFG  ;1;
7702080654472;KIT GOLTY HINCHA No.5 Y No.1;3;47900;TFG  ;3;
7702080654519;FUTBOL NO.4 GOLTY DYNAMIC COLORES       ;1;53500;TFG  ;1;
7702080655172;FUTBOL PROFESSIONAL GOLTY INVICTUS THERMOTECH  NO.5;3;129350;TFG  ;3;
7702080655639;BALON GOLTY FUSION  No 4 CMI            ;1;99500;TFG  ;1;
7702080656278;FUTBOL PROF GOLTY EUFORIA THERMOTECH NO.4;4;99500;TFG  ;4;
7702080656476;FUTBOL PROF GOLTY EUFORIA 2.0 THERMOTECH N.4;1;102000;TFG  ;1;
7702080656858;FUTBOL COMPETITION GOLTY ON No.3;2;55000;TFG  ;2;
7702080657572;FUTBOL PRO  GOLTY NEO DUALTECH NO. 5;7;68700;TFG  ;7;
7702080657671;FUTBOL PRO  GOLTY NEO DUALTECH NO. 4;3;65500;TFG  ;3;
7702080657817;FUTBOL No. 5 EL DORADO CMI              ;4;129300;TFG  ;4;
7702080658432;FUTBOL GOLTY GAMBETA NO.5 COS. MAQ;2;40200;TFG  ;2;
7702080658531;FUTBOL GOLTY GAMBETA NO.4 COS. MAQ;7;37000;TFG  ;7;
7702080658630;FUTBOL GOLTY GAMBETA NO.3 COS. MAQ;4;36200;TFG  ;4;
7702080658739;FUTBOL GOLTY INVICTUS No 5 COS. MAQ;1;49000;TFG  ;1;
7702080658838;FUTBOL GOLTY INVICTUS No 1 COS. MAQ;14;21050;TFG  ;14;
7702080659415;FUTBOL No. 4 EL DORADO CMI;3;99500;TFG  ;3;
7702080659453;FUTBOL COMPETITION GOLTY G32 No.5;2;52000;TFG  ;2;
7702080659552;FUTBOL COMPETITION GOLTY G32 No.4;4;53350;TFG  ;4;
7702080659675;FUTBOL COLECCIONABLE GOLTY EUFORIA  2.0 No.1;1;25900;TFG  ;1;
7702080661821;FUTBOL SALA MAGNUM COSIDO2a             ;1;65100;TFG  ;1;
7702080663559;FGA PRO GOLTY EUFORIA 2.0 COS MAN;2;93000;TFG  ;2;
7702080663733;FUTSAL COMP GOLTY NITRO KMT AM/VER;2;36250;TFG  ;2;
7702080667175;FUTBOL SALA PRO GOLTY DUALTECH;2;75900;TFG  ;2;
7702080667229;BANQUITAS COMPETITION - INDOOR / OUTDOOR 2a;1;39200;TFG  ;1;
7702080667328;FUTBOL SALA EL DORADO CMI2a             ;1;73150;TFG  ;1;
7702080671134;BALONCESTO COMPETITION GOLTY STREET No 7;5;35700;TFG  ;5;
7702080720115;LYCRA GOLTY S. MANGA NEGRO S;2;21000;TFG  ;2;
7702080720214;LYCRA GOLTY S.MANGA NEGRO L;6;21000;TFG  ;6;
7702080720313;LYCRA GOLTY S.MANGA BLANCO S;6;21000;TFG  ;6;
7702080720511;LYCRA GOLTY S.MANGA BLANCO L;2;21000;TFG  ;2;
7702080720610;LYCRA GOLTY S.MANGA AZUL M;5;21000;TFG  ;5;
7702080720719;LYCRA GOLTY S.MANGA AZUL L;3;21000;TFG  ;3;
7702080720818;LYCRA GOLTY M.CORTA NEGRO S;5;21000;TFG  ;5;
7702080721013;LYCRA GOLTY M.CORTA NEGRO L;2;21000;TFG  ;2;
7702080721112;LYCRA GOLTY M.CORTA BLANCO M;2;21000;TFG  ;2;
7702080721211;LYCRA GOLTY M.CORTA AZUL S;6;21000;TFG  ;6;
7702080722119;LYCRA GOLTY S.MANGA NEGRO M;10;21000;TFG  ;10;
7702080722218;LYCRA GOLTY S.MANGA BLANCO M;4;21000;TFG  ;4;
7702080722317;LYCRA GOLTY S.MANGA AZUL S;2;21000;TFG  ;2;
7702080722416;LYCRA GOLTY M.CORTA NEGRO M;1;21000;TFG  ;1;
7702080722515;LYCRA GOLTY M.CORTA BLANCO S;1;21000;TFG  ;1;
7702080722713;LYCRA GOLTY M.CORTA AZUL M;6;21000;TFG  ;6;
7702080792754;KIT EUFORIA No. 5;1;168000;TFG  ;1;
7702080795656;KIT GOLTY FUSION +GUANTE PROFESSIONAL T8;2;91400;TFG  ;2;
7702080795892;KIT GOLTY FUSION CANILLERA M;1;67200;TFG  ;1;
7702080800312;FUTBOL NIKO STAR 5                      ;3;8800;TFG  ;3;
7702080810113;LETRAS 5                                ;2;3800;TFG  ;2;
7702080810212;LETRAS 7                                ;2;5800;TFG  ;2;
7702080848819;INFLADOR GOLTY REF:CH-012P              ;6;8950;TFG  ;6;
7702080849410;MEDIDOR PRESION T.ESFERO REF GA-100     ;8;6000;TFG  ;8;
7702080849519;MEDIDOR PRESION T.MANOMETRO REF:CJ-02   ;3;16000;TFG  ;3;
7702080980717;TULA BALONERA GOLTY                     ;1;35000;TFG  ;1;
7702080985255;MORRAL GOLTY EN LONA HURACAN;2;126050;TFG  ;2;
7702080985279;MALETIN GOLTY;2;74400;TFG  ;2;
7702080989611;SPORTY BAG GOLTY FUSION No.5 Y No.1;2;18000;TFG  ;2;
7702080989833;SPORTY BAG GOLTY STAR;2;21000;TFG  ;2;
7702080888888;BOLSA;10;25;TFG  ;9;
0;0;0;0;TFG  ;0;
0;0;0;0;TFG  ;0;
