310493|2|41011|XCOLI|08/29/2018|-|-|0|0|-|41011|-|01|3101|-|-|-|W30|-|2018-08-29 11:17:42|1|08/29/2018|NO|0000-00-00 00:00:00||-|
324476|1|310493|41011|08/29/2018|T650511|D21|1|61000|TFH|-|-|-|0|-|-|-|-|16|||||||
324477|1|310493|41011|08/29/2018|T681010|D21|1|85000|TFH|-|-|-|0|-|-|-|-|16|||||||
